PID,CustomerID,Method,Charge,Balance,PaymentDate,DueDate
760,72,"1",341,341,2005-08-25 00:00:00,2005-07-31 00:00:00
761,39,"Cash",109,158,2006-09-27 00:00:00,2006-10-02 00:00:00
762,39,"1",118,118,2005-12-02 00:00:00,2005-11-08 00:00:00
763,255,"1",111,111,2005-11-09 00:00:00,2005-11-16 00:00:00
764,52,"4",327,327,2005-07-10 00:00:00,2005-06-18 00:00:00
765,231,"2",320,320,2005-06-18 00:00:00,2005-07-06 00:00:00
766,96,"Cash",315,764,,
767,190,"1",329,599,2005-04-29 00:00:00,2005-03-20 00:00:00
768,116,"Cash",162,463,2006-08-25 00:00:00,2006-08-12 00:00:00
769,73,"4",290,290,2005-08-22 00:00:00,2005-07-20 00:00:00
770,112,"Cash",289,478,2006-08-11 00:00:00,2006-08-06 00:00:00
771,16,"2",353,353,2006-06-05 00:00:00,2006-04-29 00:00:00
772,117,"2",177,403,2006-11-03 00:00:00,2006-09-17 00:00:00
773,134,"1",147,147,2006-11-06 00:00:00,2006-10-02 00:00:00
774,244,"Cash",64,64,2006-03-13 00:00:00,2006-03-16 00:00:00
775,246,"Cash",282,654,2006-11-21 00:00:00,2006-10-19 00:00:00
776,216,"1",274,274,2005-01-05 00:00:00,2004-12-25 00:00:00
777,30,"1",95,339,2005-08-05 00:00:00,2005-06-24 00:00:00
778,10,"1",109,109,2005-08-24 00:00:00,2005-07-23 00:00:00
779,31,"1",156,210,2005-12-31 00:00:00,2006-01-01 00:00:00
780,244,"1",168,618,2005-08-04 00:00:00,2005-07-03 00:00:00
781,239,"Cash",153,276,2005-07-12 00:00:00,2005-07-16 00:00:00
782,173,"1",331,331,2005-10-11 00:00:00,2005-10-07 00:00:00
783,120,"2",265,385,2005-11-08 00:00:00,2005-10-10 00:00:00
784,125,"Cash",289,658,2006-04-03 00:00:00,2006-04-10 00:00:00
785,76,"Cash",357,535,2005-04-03 00:00:00,2005-04-05 00:00:00
786,229,"1",109,109,2005-03-13 00:00:00,2005-03-27 00:00:00
787,15,"1",142,142,2005-08-08 00:00:00,2005-06-23 00:00:00
788,47,"1",129,573,2005-11-29 00:00:00,2005-12-07 00:00:00
789,64,"2",277,699,2005-03-18 00:00:00,2005-04-05 00:00:00
790,160,"1",81,230,2005-12-08 00:00:00,2005-12-19 00:00:00
791,129,"2",143,143,2005-08-31 00:00:00,2005-09-04 00:00:00
792,96,"4",249,249,2005-05-07 00:00:00,2005-04-03 00:00:00
793,20,"2",110,110,,
794,119,"4",99,253,2006-11-27 00:00:00,2006-12-19 00:00:00
795,77,"2",295,295,2006-06-09 00:00:00,2006-05-22 00:00:00
796,190,"Cash",200,200,2006-05-21 00:00:00,2006-05-27 00:00:00
797,29,"1",193,574,2005-06-13 00:00:00,2005-05-12 00:00:00
798,47,"Cash",253,253,2005-05-03 00:00:00,2005-04-29 00:00:00
799,148,"Cash",105,105,2005-02-01 00:00:00,2004-12-19 00:00:00
800,31,"2",193,258,2006-05-12 00:00:00,2006-05-05 00:00:00
801,101,"1",187,187,2005-12-26 00:00:00,2005-12-25 00:00:00
802,185,"4",306,783,2006-03-20 00:00:00,2006-03-11 00:00:00
803,59,"2",243,336,2006-05-05 00:00:00,2006-04-03 00:00:00
804,201,"Cash",132,413,2006-12-27 00:00:00,2006-11-29 00:00:00
805,171,"1",184,184,2006-01-04 00:00:00,2005-12-30 00:00:00
806,163,"4",201,297,2006-05-24 00:00:00,2006-04-22 00:00:00
807,58,"2",256,543,2006-07-30 00:00:00,2006-08-14 00:00:00
808,144,"1",224,224,2005-11-17 00:00:00,2005-11-17 00:00:00
809,107,"2",267,267,2005-05-12 00:00:00,2005-05-16 00:00:00
810,188,"4",133,133,2005-03-23 00:00:00,2005-02-24 00:00:00
811,148,"4",354,354,2006-12-20 00:00:00,2006-12-13 00:00:00
812,127,"Cash",237,237,2006-04-10 00:00:00,2006-02-13 00:00:00
813,36,"2",63,63,2006-10-06 00:00:00,2006-09-23 00:00:00
814,189,"Cash",273,273,2006-03-31 00:00:00,2006-02-18 00:00:00
815,102,"4",226,226,2005-01-07 00:00:00,2004-12-04 00:00:00
816,187,"Cash",104,355,2005-07-20 00:00:00,2005-07-21 00:00:00
817,54,"1",345,345,2005-02-10 00:00:00,2005-02-07 00:00:00
818,7,"Cash",109,109,2005-11-15 00:00:00,2005-10-28 00:00:00
819,18,"Cash",105,136,2005-07-04 00:00:00,2005-07-06 00:00:00
820,17,"4",248,248,2006-12-05 00:00:00,2006-10-22 00:00:00
821,192,"Cash",84,84,2005-08-16 00:00:00,2005-07-13 00:00:00
822,46,"4",238,238,2006-08-31 00:00:00,2006-09-01 00:00:00
823,251,"Cash",115,138,2005-11-16 00:00:00,2005-10-18 00:00:00
824,44,"4",245,257,2006-06-08 00:00:00,2006-05-22 00:00:00
825,177,"Cash",288,389,2005-10-27 00:00:00,2005-11-09 00:00:00
826,65,"Cash",356,420,2005-08-05 00:00:00,2005-07-23 00:00:00
827,246,"4",349,807,2005-09-03 00:00:00,2005-08-29 00:00:00
828,14,"Cash",146,615,2006-04-04 00:00:00,2006-03-03 00:00:00
829,72,"1",325,607,2005-12-06 00:00:00,2005-12-06 00:00:00
830,223,"Cash",93,93,2005-06-14 00:00:00,2005-05-20 00:00:00
831,127,"2",293,502,2005-08-08 00:00:00,2005-07-22 00:00:00
832,1,"1",310,310,2006-01-18 00:00:00,2005-12-27 00:00:00
833,160,"1",330,411,2005-10-19 00:00:00,2005-09-27 00:00:00
834,95,"1",317,720,2006-04-13 00:00:00,2006-03-27 00:00:00
835,178,"2",276,341,2006-11-21 00:00:00,2006-12-01 00:00:00
836,239,"2",249,371,2005-09-19 00:00:00,2005-10-02 00:00:00
837,160,"Cash",169,618,2006-09-06 00:00:00,2006-09-03 00:00:00
838,211,"Cash",164,335,2006-01-25 00:00:00,2005-12-11 00:00:00
839,20,"1",256,556,2006-08-23 00:00:00,2006-09-05 00:00:00
840,256,"1",230,230,2006-06-07 00:00:00,2006-04-30 00:00:00
841,53,"2",337,471,2006-12-07 00:00:00,2006-11-06 00:00:00
842,236,"4",141,319,2005-05-29 00:00:00,2005-05-19 00:00:00
843,238,"1",140,140,2005-06-25 00:00:00,2005-07-16 00:00:00
844,149,"1",124,124,2005-12-09 00:00:00,2005-12-06 00:00:00
845,42,"2",198,198,2006-07-08 00:00:00,2006-06-16 00:00:00
846,57,"2",111,111,2005-02-20 00:00:00,2005-02-03 00:00:00
847,246,"1",210,488,2006-01-17 00:00:00,2005-12-23 00:00:00
848,243,"Cash",206,281,2006-07-14 00:00:00,2006-06-14 00:00:00
849,107,"1",207,207,2005-12-06 00:00:00,2005-11-01 00:00:00
850,148,"1",75,406,2005-02-11 00:00:00,2004-12-28 00:00:00
851,164,"2",341,569,2006-11-08 00:00:00,2006-11-06 00:00:00
852,215,"1",324,324,2006-08-17 00:00:00,2006-08-11 00:00:00
853,56,"Cash",76,440,2006-05-23 00:00:00,2006-04-17 00:00:00
854,51,"Cash",350,481,2005-12-05 00:00:00,2005-11-21 00:00:00
855,155,"Cash",330,745,2006-03-31 00:00:00,2006-03-27 00:00:00
856,200,"2",338,674,2005-07-14 00:00:00,2005-06-18 00:00:00
857,97,"4",359,359,2006-12-10 00:00:00,2006-12-18 00:00:00
858,119,"2",65,65,2006-07-09 00:00:00,2006-05-24 00:00:00
859,126,"1",334,334,2005-09-27 00:00:00,2005-08-19 00:00:00
860,120,"4",215,215,2006-12-23 00:00:00,2006-11-14 00:00:00
861,109,"Cash",329,329,2005-10-02 00:00:00,2005-09-06 00:00:00
862,132,"2",315,451,2005-02-03 00:00:00,2005-01-28 00:00:00
863,64,"1",269,269,2005-09-13 00:00:00,2005-08-20 00:00:00
864,99,"4",281,281,2006-08-19 00:00:00,2006-07-10 00:00:00
865,207,"4",141,497,2005-12-27 00:00:00,2006-01-07 00:00:00
866,71,"2",199,199,2005-09-14 00:00:00,2005-10-02 00:00:00
867,236,"4",351,663,2006-08-04 00:00:00,2006-07-22 00:00:00
868,224,"4",121,121,2006-07-07 00:00:00,2006-07-21 00:00:00
869,119,"Cash",75,75,2006-10-17 00:00:00,2006-09-09 00:00:00
870,65,"2",104,104,2005-04-19 00:00:00,2005-04-04 00:00:00
871,103,"Cash",138,164,2006-01-18 00:00:00,2006-01-11 00:00:00
872,185,"1",225,235,2005-08-02 00:00:00,2005-07-20 00:00:00
873,210,"2",118,118,2006-08-22 00:00:00,2006-09-17 00:00:00
874,113,"Cash",246,246,2005-07-05 00:00:00,2005-05-23 00:00:00
875,154,"4",216,216,2006-03-17 00:00:00,2006-02-08 00:00:00
876,129,"4",324,641,2005-12-05 00:00:00,2005-12-15 00:00:00
877,118,"1",164,164,2005-08-05 00:00:00,2005-07-13 00:00:00
878,57,"4",281,641,2006-02-26 00:00:00,2006-01-26 00:00:00
879,17,"2",281,568,2006-03-02 00:00:00,2006-03-05 00:00:00
880,179,"1",242,315,2005-12-29 00:00:00,2005-12-23 00:00:00
881,107,"2",113,481,2005-03-18 00:00:00,2005-04-05 00:00:00
882,32,"Cash",211,679,2005-12-05 00:00:00,2005-10-17 00:00:00
883,193,"Cash",69,69,2005-05-18 00:00:00,2005-05-19 00:00:00
884,58,"4",119,119,2006-02-12 00:00:00,2006-01-08 00:00:00
885,252,"2",292,691,2006-07-06 00:00:00,2006-06-16 00:00:00
886,140,"1",74,74,2006-12-26 00:00:00,2006-12-30 00:00:00
887,216,"2",157,477,2006-03-13 00:00:00,2006-02-14 00:00:00
888,109,"1",254,643,2005-12-06 00:00:00,2005-11-30 00:00:00
889,98,"2",72,72,2006-01-11 00:00:00,2005-12-07 00:00:00
890,239,"Cash",123,223,2006-03-09 00:00:00,2006-02-15 00:00:00
891,216,"1",97,97,2005-06-14 00:00:00,2005-05-30 00:00:00
892,37,"1",179,606,2005-10-15 00:00:00,2005-09-04 00:00:00
893,209,"1",72,168,2006-06-23 00:00:00,2006-04-25 00:00:00
894,163,"4",357,765,2005-01-22 00:00:00,2005-01-27 00:00:00
895,42,"1",160,445,2005-10-19 00:00:00,2005-09-17 00:00:00
896,188,"4",259,259,2005-09-24 00:00:00,2005-09-26 00:00:00
897,124,"4",342,547,2005-03-07 00:00:00,2005-02-12 00:00:00
898,196,"2",135,135,2005-10-21 00:00:00,2005-08-31 00:00:00
899,138,"4",165,402,2005-09-02 00:00:00,2005-07-16 00:00:00
900,5,"1",231,646,2005-04-27 00:00:00,2005-03-30 00:00:00
901,90,"3",253,253,2006-06-30 00:00:00,2006-06-09 00:00:00
902,63,"3",272,272,2005-09-22 00:00:00,2005-08-07 00:00:00
903,218,"2",229,580,2006-01-25 00:00:00,2005-12-28 00:00:00
904,95,"4",282,282,2005-07-24 00:00:00,2005-06-17 00:00:00
905,146,"2",143,565,2005-02-02 00:00:00,2005-01-22 00:00:00
906,37,"1",253,260,2006-09-15 00:00:00,2006-08-16 00:00:00
907,172,"1",309,773,2006-10-06 00:00:00,2006-10-02 00:00:00
908,8,"2",96,455,2005-07-01 00:00:00,2005-06-01 00:00:00
909,237,"2",153,367,2006-03-12 00:00:00,2006-03-25 00:00:00
910,16,"1",71,71,2005-12-22 00:00:00,2005-12-18 00:00:00
911,255,"1",114,114,2006-06-21 00:00:00,2006-06-07 00:00:00
912,41,"2",131,430,2005-02-03 00:00:00,2005-02-22 00:00:00
913,106,"3",356,599,2005-07-31 00:00:00,2005-08-03 00:00:00
914,248,"1",230,278,2006-01-12 00:00:00,2006-01-01 00:00:00
915,244,"3",204,601,2005-12-04 00:00:00,2005-12-14 00:00:00
916,228,"4",184,184,2006-11-30 00:00:00,2006-11-06 00:00:00
917,86,"2",259,631,2005-08-17 00:00:00,2005-07-30 00:00:00
918,203,"3",233,233,2005-08-11 00:00:00,2005-08-21 00:00:00
919,208,"1",255,255,2005-09-14 00:00:00,2005-08-10 00:00:00
920,55,"2",97,97,2006-01-05 00:00:00,2006-01-10 00:00:00
921,16,"3",101,101,2006-06-14 00:00:00,2006-05-30 00:00:00
922,114,"1",118,127,2006-05-29 00:00:00,2006-06-20 00:00:00
923,166,"1",311,311,2005-06-04 00:00:00,2005-05-01 00:00:00
924,53,"1",153,153,2005-01-23 00:00:00,2005-01-17 00:00:00
925,73,"3",213,213,2005-02-06 00:00:00,2005-02-03 00:00:00
926,59,"2",348,622,2006-07-11 00:00:00,2006-06-08 00:00:00
927,154,"3",104,104,2005-07-06 00:00:00,2005-05-22 00:00:00
928,169,"3",83,83,2005-10-17 00:00:00,2005-09-06 00:00:00
929,252,"3",272,600,2006-05-31 00:00:00,2006-05-21 00:00:00
930,124,"1",146,553,2005-01-22 00:00:00,2004-12-20 00:00:00
931,72,"2",201,201,2006-05-22 00:00:00,2006-04-28 00:00:00
932,191,"2",68,68,2005-03-24 00:00:00,2005-04-02 00:00:00
933,203,"4",298,298,2005-12-17 00:00:00,2005-12-21 00:00:00
934,98,"4",324,479,2006-08-11 00:00:00,2006-08-21 00:00:00
935,77,"2",111,338,2006-11-12 00:00:00,2006-10-15 00:00:00
936,149,"1",353,600,2005-12-09 00:00:00,2005-11-29 00:00:00
937,62,"1",188,188,2006-09-20 00:00:00,2006-09-16 00:00:00
938,141,"4",148,438,2005-02-04 00:00:00,2005-02-01 00:00:00
939,110,"1",340,340,2005-11-24 00:00:00,2005-10-23 00:00:00
940,160,"1",63,87,2005-05-09 00:00:00,2005-03-15 00:00:00
941,60,"4",340,340,2005-02-10 00:00:00,2005-01-18 00:00:00
942,45,"3",86,127,2005-06-21 00:00:00,2005-06-03 00:00:00
943,63,"4",65,65,2005-12-15 00:00:00,2005-11-04 00:00:00
944,185,"4",238,238,2005-08-07 00:00:00,2005-07-01 00:00:00
945,200,"3",60,147,2005-03-08 00:00:00,2005-03-24 00:00:00
946,141,"2",62,62,2006-08-30 00:00:00,2006-08-04 00:00:00
947,77,"3",99,99,2005-12-01 00:00:00,2005-12-04 00:00:00
948,133,"3",323,323,2005-06-15 00:00:00,2005-05-04 00:00:00
949,6,"1",64,64,2005-01-17 00:00:00,2004-11-23 00:00:00
950,175,"2",355,799,2005-05-23 00:00:00,2005-05-02 00:00:00
951,211,"4",88,88,2006-07-29 00:00:00,2006-06-13 00:00:00
952,25,"4",302,720,2005-06-13 00:00:00,2005-06-23 00:00:00
953,251,"1",198,198,2005-06-29 00:00:00,2005-07-03 00:00:00
954,222,"4",188,188,2005-05-05 00:00:00,2005-04-30 00:00:00
955,119,"4",71,341,2006-07-18 00:00:00,2006-06-13 00:00:00
956,236,"3",178,652,2005-09-15 00:00:00,2005-09-21 00:00:00
957,248,"1",273,665,2006-04-29 00:00:00,2006-04-19 00:00:00
958,72,"2",221,529,2005-05-25 00:00:00,2005-05-18 00:00:00
959,147,"1",84,84,2005-08-04 00:00:00,2005-07-29 00:00:00
960,251,"3",210,567,2005-10-12 00:00:00,2005-10-03 00:00:00
961,173,"2",338,338,2006-06-01 00:00:00,2006-05-03 00:00:00
962,43,"3",204,204,2006-12-08 00:00:00,2006-10-25 00:00:00
963,94,"2",90,278,2006-12-20 00:00:00,2006-12-24 00:00:00
964,244,"4",121,121,,
965,204,"2",162,162,2005-11-07 00:00:00,2005-10-08 00:00:00
966,143,"4",228,338,2005-01-02 00:00:00,2005-01-03 00:00:00
967,234,"4",351,706,2006-08-09 00:00:00,2006-07-02 00:00:00
968,213,"3",84,461,2005-03-16 00:00:00,2005-03-21 00:00:00
969,27,"2",346,346,2005-10-24 00:00:00,2005-10-14 00:00:00
970,66,"3",326,764,2006-07-15 00:00:00,2006-06-13 00:00:00
971,175,"3",158,343,2005-02-05 00:00:00,2005-02-03 00:00:00
972,133,"4",229,229,2005-03-02 00:00:00,2005-02-23 00:00:00
973,107,"3",126,368,2005-11-03 00:00:00,2005-11-13 00:00:00
974,25,"1",229,231,2006-06-26 00:00:00,2006-06-18 00:00:00
975,91,"4",84,84,2006-07-18 00:00:00,2006-07-02 00:00:00
976,85,"4",92,92,2005-08-15 00:00:00,2005-08-02 00:00:00
977,118,"1",345,345,2005-11-28 00:00:00,2005-11-11 00:00:00
978,117,"1",346,507,2005-10-01 00:00:00,2005-08-28 00:00:00
979,134,"4",303,646,2006-05-12 00:00:00,2006-04-22 00:00:00
980,170,"1",129,129,2005-07-24 00:00:00,2005-07-31 00:00:00
981,100,"1",279,279,2006-10-07 00:00:00,2006-10-24 00:00:00
982,156,"3",339,339,2006-01-27 00:00:00,2006-02-15 00:00:00
983,85,"4",222,222,2006-02-04 00:00:00,2005-12-12 00:00:00
984,115,"4",272,272,2005-06-22 00:00:00,2005-06-08 00:00:00
985,62,"4",148,253,2006-06-27 00:00:00,2006-05-25 00:00:00
986,181,"3",196,196,2006-10-26 00:00:00,2006-09-14 00:00:00
987,143,"2",328,328,2006-12-25 00:00:00,2006-11-06 00:00:00
988,138,"1",101,101,2006-11-17 00:00:00,2006-10-19 00:00:00
989,26,"4",166,166,2005-02-20 00:00:00,2005-02-13 00:00:00
990,50,"4",155,155,2006-05-06 00:00:00,2006-04-23 00:00:00
991,29,"4",344,344,2006-12-12 00:00:00,2006-12-03 00:00:00
992,69,"2",113,237,2005-04-01 00:00:00,2005-03-01 00:00:00
993,229,"2",132,300,2005-05-18 00:00:00,2005-05-24 00:00:00
994,203,"2",257,284,2006-07-22 00:00:00,2006-07-30 00:00:00
995,196,"3",98,98,2005-10-27 00:00:00,2005-09-26 00:00:00
996,12,"3",359,359,2005-09-29 00:00:00,2005-08-18 00:00:00
997,84,"4",265,265,2005-01-14 00:00:00,2005-01-10 00:00:00
998,210,"1",250,250,2005-08-07 00:00:00,2005-07-21 00:00:00
999,67,"4",316,316,2006-08-07 00:00:00,2006-07-12 00:00:00
1000,171,"2",185,570,2005-04-04 00:00:00,2005-03-26 00:00:00
1001,1,"2",296,296,2005-12-19 00:00:00,2005-11-17 00:00:00
1002,155,"1",349,774,2006-04-13 00:00:00,2006-04-17 00:00:00
1003,98,"1",92,466,2005-04-13 00:00:00,2005-03-08 00:00:00
1004,35,"1",239,239,2006-08-29 00:00:00,2006-07-30 00:00:00
1005,48,"2",174,174,,
1006,52,"3",96,97,2006-10-13 00:00:00,2006-08-28 00:00:00
1007,39,"3",188,188,2006-04-17 00:00:00,2006-04-02 00:00:00
1008,41,"4",359,399,2006-12-18 00:00:00,2006-12-04 00:00:00
1009,207,"4",157,217,2006-04-06 00:00:00,2006-03-02 00:00:00
1010,141,"3",238,519,2005-06-22 00:00:00,2005-05-19 00:00:00
1011,201,"2",139,139,2006-04-18 00:00:00,2006-05-04 00:00:00
1012,200,"2",269,590,2005-11-26 00:00:00,2005-12-04 00:00:00
1013,157,"3",276,586,2005-12-13 00:00:00,2005-11-17 00:00:00
1014,175,"1",289,289,2005-02-26 00:00:00,2005-01-24 00:00:00
1015,163,"2",339,339,2006-10-10 00:00:00,2006-09-22 00:00:00
1016,220,"2",77,77,2005-03-16 00:00:00,2005-01-25 00:00:00
1017,177,"1",159,159,,
1018,188,"1",173,181,2005-01-14 00:00:00,2005-01-12 00:00:00
1019,173,"1",242,242,2005-01-15 00:00:00,2005-01-27 00:00:00
1020,43,"4",162,162,2006-11-09 00:00:00,2006-11-12 00:00:00
1021,61,"2",72,72,2006-11-25 00:00:00,2006-11-22 00:00:00
1022,174,"4",151,227,2006-09-15 00:00:00,2006-09-20 00:00:00
1023,208,"2",326,380,2006-01-01 00:00:00,2005-12-24 00:00:00
1024,116,"4",277,277,2005-01-05 00:00:00,2005-01-07 00:00:00
1025,12,"4",214,214,2006-07-08 00:00:00,2006-06-06 00:00:00
1026,149,"4",184,184,2006-11-20 00:00:00,2006-10-31 00:00:00
1027,215,"2",126,126,2005-04-02 00:00:00,2005-04-09 00:00:00
1028,240,"2",184,670,2006-08-06 00:00:00,2006-07-19 00:00:00
1029,180,"4",326,326,2005-09-06 00:00:00,2005-09-22 00:00:00
1030,133,"2",120,120,2006-10-29 00:00:00,2006-10-27 00:00:00
1031,15,"4",296,578,2005-07-04 00:00:00,2005-07-10 00:00:00
1032,228,"4",127,172,2006-11-27 00:00:00,2006-11-20 00:00:00
1033,255,"1",164,164,2005-04-09 00:00:00,2005-03-15 00:00:00
1034,21,"2",236,236,2006-04-14 00:00:00,2006-04-13 00:00:00
1035,245,"3",240,655,2006-08-09 00:00:00,2006-07-16 00:00:00
1036,89,"4",230,621,2005-12-05 00:00:00,2005-12-08 00:00:00
1037,121,"4",158,158,2005-11-27 00:00:00,2005-12-04 00:00:00
1038,156,"2",69,502,2005-08-17 00:00:00,2005-07-16 00:00:00
1039,251,"2",177,184,2005-07-04 00:00:00,2005-07-17 00:00:00
1040,256,"2",305,544,2005-09-26 00:00:00,2005-08-27 00:00:00
1041,85,"3",346,749,2005-10-12 00:00:00,2005-09-05 00:00:00
1042,200,"1",151,151,2005-05-18 00:00:00,2005-04-13 00:00:00
1043,149,"1",260,296,2006-08-22 00:00:00,2006-07-10 00:00:00
1044,6,"4",253,253,2006-09-27 00:00:00,2006-10-01 00:00:00
1045,137,"4",160,398,2006-01-01 00:00:00,2005-12-01 00:00:00
1046,225,"3",243,243,2006-07-31 00:00:00,2006-08-05 00:00:00
1047,248,"4",225,330,2005-10-23 00:00:00,2005-10-13 00:00:00
1048,137,"2",306,537,2006-03-01 00:00:00,2006-02-20 00:00:00
1049,93,"4",136,160,2005-01-05 00:00:00,2004-12-30 00:00:00
1050,23,"1",332,332,2006-02-10 00:00:00,2006-01-03 00:00:00
1051,97,"3",237,373,2006-03-01 00:00:00,2006-02-16 00:00:00
1052,75,"1",138,631,2005-11-02 00:00:00,2005-10-21 00:00:00
1053,127,"4",328,402,2005-02-11 00:00:00,2005-01-24 00:00:00
1054,141,"1",152,377,2005-12-24 00:00:00,2005-11-21 00:00:00
1055,29,"3",127,449,2006-05-31 00:00:00,2006-05-03 00:00:00
1056,245,"4",242,242,2006-10-05 00:00:00,2006-09-23 00:00:00
1057,99,"4",115,115,2006-07-18 00:00:00,2006-06-14 00:00:00
1058,109,"4",99,552,2005-12-08 00:00:00,2005-12-05 00:00:00
1059,234,"3",101,101,2005-09-28 00:00:00,2005-09-20 00:00:00
1060,117,"2",225,225,2006-12-07 00:00:00,2006-11-23 00:00:00
1061,70,"1",357,737,2006-03-20 00:00:00,2006-03-24 00:00:00
1062,75,"4",270,557,2005-01-04 00:00:00,2004-11-24 00:00:00
1063,244,"4",100,208,2005-08-03 00:00:00,2005-07-22 00:00:00
1064,21,"4",119,119,2006-08-13 00:00:00,2006-08-21 00:00:00
1065,3,"4",204,532,2006-01-13 00:00:00,2006-01-17 00:00:00
1066,1,"3",105,105,2005-04-17 00:00:00,2005-04-08 00:00:00
1067,246,"3",102,144,2005-06-28 00:00:00,2005-06-02 00:00:00
1068,26,"1",133,133,2006-12-25 00:00:00,2006-11-28 00:00:00
1069,192,"3",90,571,2005-07-26 00:00:00,2005-06-22 00:00:00
1070,202,"4",259,755,2005-03-05 00:00:00,2005-01-19 00:00:00
1071,100,"2",259,259,2006-03-19 00:00:00,2006-01-30 00:00:00
1072,3,"3",70,340,2006-08-05 00:00:00,2006-07-04 00:00:00
1073,223,"3",346,361,2005-04-15 00:00:00,2005-04-28 00:00:00
1074,14,"4",255,255,2005-07-28 00:00:00,2005-07-29 00:00:00
1075,83,"3",178,486,2006-09-28 00:00:00,2006-08-21 00:00:00
1076,58,"3",216,265,2006-02-23 00:00:00,2006-01-22 00:00:00
1077,165,"2",195,195,2006-10-31 00:00:00,2006-09-25 00:00:00
1078,182,"4",322,378,2005-12-23 00:00:00,2005-12-16 00:00:00
1079,102,"3",305,346,2006-03-09 00:00:00,2006-02-13 00:00:00
1080,229,"2",232,232,2005-07-11 00:00:00,2005-06-26 00:00:00
1081,194,"1",190,190,2006-12-10 00:00:00,2006-11-21 00:00:00
1082,97,"4",162,162,2006-12-24 00:00:00,2006-11-20 00:00:00
1083,94,"2",196,692,2005-01-25 00:00:00,2005-01-20 00:00:00
1084,96,"1",217,697,2005-09-14 00:00:00,2005-08-30 00:00:00
1085,75,"3",203,203,2005-05-25 00:00:00,2005-05-14 00:00:00
1086,4,"3",100,100,2005-10-07 00:00:00,2005-09-25 00:00:00
1087,188,"2",140,468,2005-09-30 00:00:00,2005-09-16 00:00:00
1088,221,"4",211,458,,
1089,248,"3",118,408,2005-02-10 00:00:00,2005-01-14 00:00:00
1090,37,"3",184,184,2006-02-14 00:00:00,2006-01-18 00:00:00
1091,51,"4",179,179,2005-10-09 00:00:00,2005-10-31 00:00:00
1092,209,"2",77,402,2005-09-28 00:00:00,2005-10-06 00:00:00
1093,7,"4",172,591,2006-03-10 00:00:00,2006-02-10 00:00:00
1094,95,"4",119,119,2006-07-08 00:00:00,2006-06-22 00:00:00
1095,230,"4",130,130,2006-12-22 00:00:00,2006-12-09 00:00:00
1096,30,"3",125,125,2006-11-15 00:00:00,2006-10-14 00:00:00
1097,31,"3",167,468,2005-12-02 00:00:00,2005-11-09 00:00:00
1098,238,"3",334,334,2006-04-08 00:00:00,2006-03-24 00:00:00
1099,124,"4",104,104,2005-06-27 00:00:00,2005-06-20 00:00:00
1100,220,"3",185,562,2005-12-03 00:00:00,2005-11-14 00:00:00
1101,137,"3",152,152,2006-12-26 00:00:00,2007-01-06 00:00:00
1102,93,"2",141,141,2005-03-17 00:00:00,2005-04-08 00:00:00
1103,193,"4",343,700,2006-09-04 00:00:00,2006-08-24 00:00:00
1104,53,"1",193,329,2005-07-26 00:00:00,2005-06-22 00:00:00
1105,180,"4",94,94,2006-02-10 00:00:00,2006-01-29 00:00:00
1106,202,"3",153,477,2005-03-28 00:00:00,2005-02-04 00:00:00
1107,10,"3",349,349,2005-03-06 00:00:00,2005-03-06 00:00:00
1108,161,"3",281,667,2006-09-22 00:00:00,2006-08-17 00:00:00
1109,166,"2",244,625,2005-12-21 00:00:00,2005-11-27 00:00:00
1110,4,"4",336,373,2006-06-09 00:00:00,2006-05-14 00:00:00
1111,15,"3",351,351,2006-10-29 00:00:00,2006-10-09 00:00:00
1112,205,"4",266,288,2005-08-01 00:00:00,2005-07-21 00:00:00
1113,106,"1",109,109,2005-06-29 00:00:00,2005-07-14 00:00:00
1114,73,"4",169,455,2006-04-28 00:00:00,2006-04-06 00:00:00
1115,80,"2",81,81,2006-03-24 00:00:00,2006-02-24 00:00:00
1116,10,"1",328,328,2005-01-15 00:00:00,2005-01-28 00:00:00
1117,13,"4",146,189,2005-11-21 00:00:00,2005-11-15 00:00:00
1118,219,"4",194,194,2005-07-02 00:00:00,2005-07-22 00:00:00
1119,230,"3",249,249,2005-08-24 00:00:00,2005-09-13 00:00:00
1120,163,"3",163,163,2005-07-31 00:00:00,2005-07-29 00:00:00
1121,73,"4",119,119,2006-04-09 00:00:00,2006-03-05 00:00:00
1122,43,"1",313,313,2005-12-27 00:00:00,2005-12-03 00:00:00
1123,167,"4",337,390,2005-09-12 00:00:00,2005-08-21 00:00:00
1124,119,"1",129,275,2005-09-30 00:00:00,2005-09-24 00:00:00
1125,138,"3",313,577,2005-09-13 00:00:00,2005-10-08 00:00:00
1126,167,"2",122,122,2006-11-15 00:00:00,2006-11-07 00:00:00
1127,164,"3",154,154,2005-11-05 00:00:00,2005-10-08 00:00:00
1128,10,"4",176,176,2005-12-21 00:00:00,2005-10-27 00:00:00
1129,198,"2",340,749,2006-12-14 00:00:00,2006-12-19 00:00:00
1130,86,"4",286,286,2006-11-07 00:00:00,2006-10-25 00:00:00
1131,206,"4",129,129,2006-05-26 00:00:00,2006-06-06 00:00:00
1132,110,"1",112,194,2005-10-11 00:00:00,2005-09-21 00:00:00
1133,173,"2",335,335,2005-10-02 00:00:00,2005-08-19 00:00:00
1134,146,"1",351,804,2006-12-16 00:00:00,2006-10-23 00:00:00
