Datetime,DestIP,Packets loss %,One-way Delay min,One-way Delay median,One-way Delay max,One-way Delay err,One-way jitter,Hops
2011-11-28 17:22:00,137.189.27.61,1.000,10.7,11.5,24.3,14.5,4.3,6
2011-11-28 17:22:00,64.57.17.162,0.667,96.3,118,134,11,10.9,10
2011-11-28 17:22:00,206.12.24.110,1.667,130,139,172,18.4,26.1,13
2011-11-28 17:22:00,193.48.99.79,0.667,186,207,224,10.6,9.9,20
2011-11-28 17:22:00,130.246.179.197,1.667,185,205,232,9.69,13.6,20
2011-11-28 17:22:00,90.147.67.252,1.000,189,194,241,9.75,38.8,21
2011-11-17 08:22:00,137.189.27.61,0.000,3.24,3.8,69.3,3.58,0.4,6
2011-11-17 08:22:00,64.57.17.162,0.000,82.9,83.5,84.7,3.58,0.4,10
2011-11-17 08:22:00,206.12.24.110,0.000,118,119,120,2.29,0.5,13
2011-11-17 08:22:00,193.48.99.79,0.000,173,174,181,3.59,0.5,20
2011-11-17 08:22:00,130.246.179.197,0.000,172,173,183,2.67,0.6,20
2011-11-17 08:22:00,90.147.67.252,0.000,177,178,183,2.56,1.5,21
2011-11-15 18:22:00,137.189.27.61,1.000,46.5,47.2,57,26.5,0.6,6
2011-11-15 18:22:00,64.57.17.162,0.000,88.3,107,128,18.2,11,10
2011-11-15 18:22:00,206.12.24.110,1.000,171,203,215,17.5,11.1,13
2011-11-15 18:22:00,193.48.99.79,0.333,181,181,191,17.7,0.6,20
2011-11-15 18:22:00,130.246.179.197,0.667,176,183,203,17.5,11.4,20
2011-11-15 18:22:00,90.147.67.252,0.333,206,235,278,17.4,32.4,21
2011-11-16 23:52:00,137.189.27.61,0.000,-4.12,-3.5,56.7,7.37,1.9,6
2011-11-16 23:52:00,64.57.17.162,0.000,75.2,75.7,78.6,7.9,0.5,10
2011-11-16 23:52:00,206.12.24.110,0.000,111,112,119,6.77,3.3,13
2011-11-16 23:52:00,193.48.99.79,0.000,174,174,177,7.07,0.4,20
2011-11-16 23:52:00,130.246.179.197,0.000,167,167,176,7.94,0.5,20
2011-11-16 23:52:00,90.147.67.252,0.000,171,171,174,8.29,0.4,21
2011-11-14 22:22:00,137.189.27.61,0.000,5.55,6.2,172,6.79,1.9,6
2011-11-14 22:22:00,64.57.17.162,1.000,85.7,86.4,91.3,2.98,0.4,10
2011-11-14 22:22:00,206.12.24.110,2.333,122,201,246,2.14,36.8,13
2011-11-14 22:22:00,193.48.99.79,0.667,183,208,228,3.88,10,20
2011-11-14 22:22:00,130.246.179.197,0.000,174,174,193,2.27,1,20
2011-11-14 22:22:00,90.147.67.252,0.333,179,179,184,3.09,0.5,21
2011-11-17 18:52:00,137.189.27.61,0.000,25.8,51.8,224,23.6,12.5,6
2011-11-17 18:52:00,64.57.17.162,0.333,80.3,81,89.8,15.2,0.6,10
2011-11-17 18:52:00,206.12.24.110,1.000,114,126,205,14.1,58.7,13
2011-11-17 18:52:00,193.48.99.79,1.000,173,201,218,14.9,11.2,20
2011-11-17 18:52:00,130.246.179.197,0.333,168,169,176,14.6,0.5,20
2011-11-17 18:52:00,90.147.67.252,2.333,182,205,235,14.2,22.7,21
2011-11-28 23:22:00,137.189.27.61,0.333,-2.45,-1.7,63.1,6.81,0.5,6
2011-11-28 23:22:00,64.57.17.162,0.333,84.1,84.7,92.1,5.55,0.6,10
2011-11-28 23:22:00,206.12.24.110,0.000,119,120,125,6.58,0.8,13
2011-11-28 23:22:00,193.48.99.79,0.000,175,176,184,4.57,0.4,20
2011-11-28 23:22:00,130.246.179.197,0.333,173,173,183,4.23,0.4,20
2011-11-28 23:22:00,90.147.67.252,0.000,179,179,190,6.3,5.6,21
2011-11-18 02:52:00,137.189.27.61,0.000,9.88,10.6,19.2,21.1,1.7,6
2011-11-18 02:52:00,64.57.17.162,0.000,86.6,87.3,94.7,6.52,1.9,10
2011-11-18 02:52:00,206.12.24.110,0.333,121,175,217,5.64,32.8,13
2011-11-18 02:52:00,193.48.99.79,0.000,181,182,185,6.44,1.2,20
2011-11-18 02:52:00,130.246.179.197,0.000,175,175,183,5.75,1.2,20
2011-11-18 02:52:00,90.147.67.252,0.000,187,188,191,7.61,1.5,22
2011-11-19 16:22:00,137.189.27.61,0.000,3.73,30.9,88.4,1.7,10.9,6
2011-11-19 16:22:00,64.57.17.162,0.000,87.4,88,98,2.4,0.5,10
2011-11-19 16:22:00,206.12.24.110,0.000,124,149,165,0.662,9.9,13
2011-11-19 16:22:00,193.48.99.79,0.000,179,179,206,1.1,0.8,20
2011-11-19 16:22:00,130.246.179.197,1.000,178,206,225,0.789,11.5,20
2011-11-19 16:22:00,90.147.67.252,0.667,183,210,227,0.875,10.5,21
2011-11-27 22:52:00,137.189.27.61,0.000,5.81,6.4,13.4,2.29,0.4,6
2011-11-27 22:52:00,64.57.17.162,0.333,89.9,90.4,98.3,1.64,0.5,10
2011-11-27 22:52:00,206.12.24.110,0.667,125,149,170,0.763,11.7,13
2011-11-27 22:52:00,193.48.99.79,0.000,182,183,238,0.95,0.4,20
2011-11-27 22:52:00,130.246.179.197,5.667,180,202,224,0.818,nan,20
2011-11-27 22:52:00,90.147.67.252,0.667,185,206,223,1.01,11.5,21
2011-11-26 17:52:00,137.189.27.61,0.667,-5.38,-4.9,1.47,1.1,0.6,6
2011-11-26 17:52:00,64.57.17.162,0.000,80.1,80.7,85.5,2.48,0.4,10
2011-11-26 17:52:00,206.12.24.110,0.333,93,93.7,98.8,0.838,0.4,14
2011-11-26 17:52:00,193.48.99.79,0.000,170,198,217,1.48,10.4,20
2011-11-26 17:52:00,130.246.179.197,0.333,169,169,185,0.937,0.6,20
2011-11-26 17:52:00,90.147.67.252,0.667,174,175,183,1.05,1.7,21
2011-11-13 07:22:00,137.189.27.61,0.000,10.1,10.6,11.1,2.6,0.4,6
2011-11-13 07:22:00,64.57.17.162,0.000,86.3,86.8,88.1,1.75,0.5,10
2011-11-13 07:22:00,206.12.24.110,0.000,101,101,102,0.808,0.5,14
2011-11-13 07:22:00,193.48.99.79,0.000,179,179,186,1.21,1.6,20
2011-11-13 07:22:00,130.246.179.197,0.000,177,177,184,0.901,0.5,20
2011-11-13 07:22:00,90.147.67.252,0.000,182,182,191,0.859,3.1,21
2011-11-28 04:52:00,137.189.27.61,0.000,-6.58,-6.1,-1.72,5.88,0.5,6
2011-11-28 04:52:00,64.57.17.162,0.000,77.7,78.4,82.2,1.42,0.4,10
2011-11-28 04:52:00,206.12.24.110,0.000,113,113,114,0.667,0.5,13
2011-11-28 04:52:00,193.48.99.79,0.000,173,174,176,1.01,0.4,20
2011-11-28 04:52:00,130.246.179.197,0.000,168,168,174,0.754,0.4,20
2011-11-28 04:52:00,90.147.67.252,0.000,173,174,179,0.861,2.3,21
2011-11-19 19:22:00,137.189.27.61,0.000,-0.581,0.1,182,5.8,1.3,6
2011-11-19 19:22:00,64.57.17.162,0.000,84.7,85.2,86.4,1.96,0.4,10
2011-11-19 19:22:00,206.12.24.110,0.000,120,120,128,0.688,0.5,13
2011-11-19 19:22:00,193.48.99.79,0.000,175,175,181,1.26,0.5,20
2011-11-19 19:22:00,130.246.179.197,0.000,174,174,182,0.781,0.4,20
2011-11-19 19:22:00,90.147.67.252,0.000,179,179,187,0.896,0.8,21
2011-11-16 06:22:00,137.189.27.61,0.000,3.92,4.5,8.87,4.43,0.5,6
2011-11-16 06:22:00,64.57.17.162,0.000,86.4,86.9,87.6,3.68,0.5,10
2011-11-16 06:22:00,206.12.24.110,0.000,120,120,132,2.39,2.2,13
2011-11-16 06:22:00,193.48.99.79,0.000,171,171,176,3.56,0.5,20
2011-11-16 06:22:00,130.246.179.197,0.000,200,201,219,18.3,0.6,20
2011-11-16 06:22:00,90.147.67.252,0.333,179,180,185,3.13,1.4,21
2011-11-22 21:22:00,137.189.27.61,1.333,-2.22,-1.7,139,11.4,5,6
2011-11-22 21:22:00,64.57.17.162,0.000,82.2,82.8,93.1,10.9,0.5,10
2011-11-22 21:22:00,64.57.17.162,0.000,82.2,82.8,93.1,10.9,0.5,10
2011-11-22 21:22:00,206.12.24.110,0.000,118,119,128,9.68,0.6,13
2011-11-22 21:22:00,193.48.99.79,0.333,173,173,179,10.2,0.6,20
2011-11-22 21:22:00,130.246.179.197,1.000,172,173,184,9.78,0.4,20
2011-11-22 05:22:00,137.189.27.61,100.000,nan,nan,nan,4.36,nan,0
2011-11-22 05:22:00,64.57.17.162,0.000,84,84.6,85.7,4.54,0.4,10
2011-11-22 05:22:00,206.12.24.110,0.000,120,121,136,3,6.1,13
2011-11-22 05:22:00,193.48.99.79,0.000,177,177,179,3.34,0.5,20
2011-11-22 05:22:00,130.246.179.197,0.000,174,175,192,3.09,0.6,20
2011-11-22 05:22:00,90.147.67.252,0.667,180,180,184,3.27,1.5,21
2011-11-17 19:22:00,137.189.27.61,0.333,26,26.6,209,22.9,31.8,6
2011-11-17 19:22:00,64.57.17.162,1.333,76.6,105,122,14.4,8.6,10
2011-11-17 19:22:00,206.12.24.110,0.000,111,171,205,13.5,27.8,13
2011-11-17 19:22:00,193.48.99.79,3.667,171,200,217,14.1,11.3,20
2011-11-17 19:22:00,130.246.179.197,1.000,165,193,221,13.9,10.7,20
2011-11-17 19:22:00,90.147.67.252,1.000,170,198,214,13.5,10.2,21
2011-11-16 20:52:00,137.189.27.61,0.000,4.64,5.2,21,12.1,0.4,6
2011-11-16 20:52:00,64.57.17.162,0.333,84.8,85.4,87.2,12.3,0.4,10
2011-11-16 20:52:00,206.12.24.110,0.000,120,120,129,11.3,0.5,13
2011-11-16 20:52:00,193.48.99.79,0.000,182,182,194,11.7,0.5,20
2011-11-16 20:52:00,130.246.179.197,0.000,176,177,187,13.1,0.7,20
2011-11-16 20:52:00,90.147.67.252,0.000,179,180,188,13.6,0.8,21
2011-11-13 16:22:00,137.189.27.61,0.000,5.3,5.9,265,4.46,1,6
2011-11-13 16:22:00,64.57.17.162,0.333,81.5,82.2,91.8,1.42,0.4,10
2011-11-13 16:22:00,206.12.24.110,0.333,118,119,184,0.876,14,13
2011-11-13 16:22:00,193.48.99.79,0.000,175,175,184,1.65,0.5,20
2011-11-13 16:22:00,130.246.179.197,0.000,173,194,215,1.04,10.8,20
2011-11-13 16:22:00,90.147.67.252,0.000,177,178,188,0.9,3.2,21
2011-11-18 03:22:00,137.189.27.61,0.000,10.9,11.5,69.9,19.9,1.9,6
2011-11-18 03:22:00,64.57.17.162,0.000,87.5,88.3,98.1,6.09,3.5,10
2011-11-18 03:22:00,206.12.24.110,0.333,142,186,217,5.27,22.2,13
2011-11-18 03:22:00,193.48.99.79,0.000,182,182,186,5.97,0.5,20
2011-11-18 03:22:00,130.246.179.197,0.000,175,176,186,5.37,2.9,20
2011-11-18 03:22:00,90.147.67.252,0.000,188,188,192,7.37,1.2,22
2011-11-20 05:22:00,137.189.27.61,0.000,-0.307,0.4,225,9.4,0.6,6
2011-11-20 05:22:00,64.57.17.162,0.000,84.4,84.9,85.4,1.46,0.5,10
2011-11-20 05:22:00,206.12.24.110,0.000,201,438,707,41.3,236,13
2011-11-20 05:22:00,193.48.99.79,0.000,188,188,189,29.5,0.4,20
2011-11-20 05:22:00,130.246.179.197,0.000,174,174,183,0.351,0.6,20
2011-11-20 05:22:00,90.147.67.252,0.000,179,179,184,0.486,0.6,21
2011-11-13 00:22:00,137.189.27.61,0.000,5.07,5.8,203,4.42,11.2,6
2011-11-13 00:22:00,64.57.17.162,0.000,85.9,86.6,91.6,1.35,0.4,10
2011-11-13 00:22:00,206.12.24.110,0.000,120,121,132,0.385,5.1,13
2011-11-13 00:22:00,193.48.99.79,1.799,175,175,177,0.916,0.7,20
2011-11-13 00:22:00,130.246.179.197,0.000,174,174,185,0.47,0.7,20
2011-11-13 00:22:00,90.147.67.252,0.333,179,180,187,0.473,1.1,21
2011-11-27 13:22:00,137.189.27.61,0.000,1.72,2.3,8.23,1.26,0.4,6
2011-11-27 13:22:00,64.57.17.162,0.000,86.2,106,125,2.53,11.3,10
2011-11-27 13:22:00,206.12.24.110,0.000,119,136,223,1.06,39.2,13
2011-11-27 13:22:00,193.48.99.79,0.000,176,190,243,1.44,12.2,20
2011-11-27 13:22:00,130.246.179.197,0.000,173,173,186,1.37,1.2,20
2011-11-27 13:22:00,90.147.67.252,0.000,179,180,187,1.33,1.3,21
2011-11-15 13:52:00,137.189.27.61,0.667,35.3,52.9,78.1,18.4,16.3,6
2011-11-15 13:52:00,64.57.17.162,0.667,109,119,146,8.77,10.9,10
2011-11-15 13:52:00,206.12.24.110,1.000,145,157,181,7.8,13,13
2011-11-15 13:52:00,193.48.99.79,0.333,202,203,214,7.93,4.7,20
2011-11-15 13:52:00,130.246.179.197,0.667,198,199,214,7.88,3.9,20
2011-11-15 13:52:00,90.147.67.252,1.000,204,205,216,7.61,5.1,21
2011-11-13 23:52:00,137.189.27.61,0.000,3.76,4.4,257,1.9,1.7,6
2011-11-13 23:52:00,64.57.17.162,0.000,83.1,93.1,112,1.17,11.3,10
2011-11-13 23:52:00,206.12.24.110,0.000,119,120,130,0.405,2.7,13
2011-11-13 23:52:00,193.48.99.79,0.000,174,183,199,0.746,10.7,20
2011-11-13 23:52:00,130.246.179.197,0.000,173,180,200,0.483,13.7,20
2011-11-13 23:52:00,90.147.67.252,0.000,179,182,197,0.427,10.3,21
2011-11-18 22:22:00,137.189.27.61,6.000,5.09,35.9,51.2,9.69,nan,6
2011-11-18 22:22:00,64.57.17.162,0.000,86.3,86.8,96.7,6.8,0.4,10
2011-11-18 22:22:00,206.12.24.110,0.000,121,121,128,5.95,0.4,13
2011-11-18 22:22:00,193.48.99.79,0.333,176,177,181,6.66,0.5,20
2011-11-18 22:22:00,130.246.179.197,0.333,175,175,185,6.02,0.5,20
2011-11-18 22:22:00,90.147.67.252,3.667,186,216,235,6.42,13.4,22
2011-11-26 09:52:00,137.189.27.61,0.000,1.74,2.4,8.44,1.12,1,6
2011-11-26 09:52:00,64.57.17.162,0.000,85.3,86.1,92.3,2.37,0.9,10
2011-11-26 09:52:00,206.12.24.110,0.000,122,122,123,1.28,0.5,13
2011-11-26 09:52:00,193.48.99.79,0.000,176,177,181,1.9,0.5,20
2011-11-26 09:52:00,130.246.179.197,0.000,176,177,195,1.25,0.9,20
2011-11-26 09:52:00,90.147.67.252,0.000,181,182,185,1.35,0.8,21
2011-11-17 10:52:00,137.189.27.61,0.333,1.07,3.6,64.2,2.69,12.9,6
2011-11-17 10:52:00,64.57.17.162,0.667,81.7,83.3,102,3.02,9.5,10
2011-11-17 10:52:00,206.12.24.110,1.000,117,136,212,1.58,22.8,13
2011-11-17 10:52:00,193.48.99.79,0.333,176,199,221,2.82,10,20
2011-11-17 10:52:00,130.246.179.197,0.333,171,172,251,1.98,0.5,20
2011-11-17 10:52:00,90.147.67.252,0.667,175,176,207,1.85,1.2,21
2011-11-18 01:22:00,137.189.27.61,0.000,20.8,21.4,25.6,24.6,0.4,6
2011-11-18 01:22:00,64.57.17.162,0.000,83.2,84,93.6,7.87,3.5,10
2011-11-18 01:22:00,206.12.24.110,0.000,119,141,202,6.87,47.6,13
2011-11-18 01:22:00,193.48.99.79,0.000,180,181,358,7.9,5.8,20
2011-11-18 01:22:00,130.246.179.197,0.000,173,173,190,7.02,0.5,20
2011-11-18 01:22:00,90.147.67.252,0.000,188,188,194,9.55,0.5,22
2011-11-29 18:22:00,137.189.27.61,0.333,-0.261,0.4,52.6,3.73,0.8,6
2011-11-29 18:22:00,64.57.17.162,1.333,85.1,85.8,97.4,2.15,0.8,10
2011-11-29 18:22:00,206.12.24.110,0.333,119,120,126,0.876,0.7,13
2011-11-29 18:22:00,193.48.99.79,0.000,175,176,187,1.15,0.6,20
2011-11-29 18:22:00,130.246.179.197,0.667,174,174,186,1.02,0.7,20
2011-11-29 18:22:00,90.147.67.252,0.667,179,180,186,1.07,0.9,21
2011-11-26 14:22:00,137.189.27.61,0.667,2.28,2.9,6.12,1.02,0.8,6
2011-11-26 14:22:00,64.57.17.162,0.000,88.1,88.7,97.5,2.34,0.6,10
2011-11-26 14:22:00,206.12.24.110,0.333,123,124,128,0.827,0.6,13
2011-11-26 14:22:00,193.48.99.79,0.667,177,178,189,1.18,0.7,20
2011-11-26 14:22:00,130.246.179.197,0.333,178,178,197,0.969,4.7,20
2011-11-26 14:22:00,90.147.67.252,0.000,182,183,192,0.9,0.8,21
2011-11-22 02:22:00,137.189.27.61,0.000,0.25,0.8,172,10.8,0.6,6
2011-11-22 02:22:00,64.57.17.162,0.000,87.4,88,91.2,6.45,0.4,10
2011-11-22 02:22:00,206.12.24.110,0.000,122,123,124,5.03,0.4,13
2011-11-22 02:22:00,193.48.99.79,0.000,179,180,182,5.24,0.4,20
2011-11-22 02:22:00,130.246.179.197,0.000,176,177,185,4.85,1,20
2011-11-22 02:22:00,90.147.67.252,0.000,182,183,187,5.05,1.5,21
2011-11-25 07:52:00,137.189.27.61,0.000,-0.446,0.1,61.8,1.65,0.5,6
2011-11-25 07:52:00,64.57.17.162,0.000,85,85.7,86.6,3.14,0.3,10
2011-11-25 07:52:00,206.12.24.110,0.000,119,130,210,1.64,65.1,13
2011-11-25 07:52:00,193.48.99.79,0.000,176,176,178,1.83,0.4,20
2011-11-25 07:52:00,130.246.179.197,0.000,174,174,181,1.74,0.8,20
2011-11-25 07:52:00,90.147.67.252,0.379,179,180,183,3.04,0.9,21
2011-11-25 07:52:00,90.147.67.252,0.379,179,180,183,3.04,0.9,21
2011-11-25 07:52:00,90.147.67.252,0.379,179,180,183,3.04,0.9,21
2011-11-25 07:52:00,90.147.67.252,0.379,179,180,183,3.04,0.9,21
2011-11-25 07:52:00,90.147.67.252,0.379,179,180,183,3.04,0.9,21
2011-11-25 07:52:00,90.147.67.252,0.379,179,180,183,3.04,0.9,21
2011-11-25 07:52:00,90.147.67.252,0.379,179,180,183,3.04,0.9,21
2011-11-25 07:52:00,90.147.67.252,0.379,179,180,183,3.04,0.9,21
2011-11-25 07:52:00,90.147.67.252,0.379,179,180,183,3.04,0.9,21
2011-11-25 07:52:00,90.147.67.252,0.379,179,180,183,3.04,0.9,21
2011-11-25 07:52:00,90.147.67.252,0.379,179,180,183,3.04,0.9,21
2011-11-25 07:52:00,90.147.67.252,0.379,179,180,183,3.04,0.9,21
2011-11-25 07:52:00,90.147.67.252,0.379,179,180,183,3.04,0.9,21
2011-11-25 07:52:00,90.147.67.252,0.379,179,180,183,3.04,0.9,21
2011-11-25 07:52:00,90.147.67.252,0.379,179,180,183,3.04,0.9,21
2011-11-25 07:52:00,90.147.67.252,0.379,179,180,183,3.04,0.9,21
2011-11-25 07:52:00,90.147.67.252,0.379,179,180,183,3.04,0.9,21
2011-11-25 07:52:00,90.147.67.252,0.379,179,180,183,3.04,0.9,21
2011-11-24 01:22:00,137.189.27.61,0.000,-0.0854,0.5,195,6.7,0.5,6
2011-11-24 01:22:00,64.57.17.162,0.000,84.8,85.8,93.7,7.96,4.6,10
2011-11-24 01:22:00,206.12.24.110,0.000,120,121,137,6.32,4.4,13
2011-11-24 01:22:00,193.48.99.79,0.333,178,180,199,6.65,8.9,20
2011-11-24 01:22:00,130.246.179.197,0.000,175,176,183,7.73,0.4,20
2011-11-24 01:22:00,90.147.67.252,0.000,179,180,195,6.5,6,21
2011-11-21 06:22:00,137.189.27.61,0.000,-0.635,-0.2,178,0.338,35,6
2011-11-21 06:22:00,64.57.17.162,0.000,83.3,83.8,85.8,1.07,0.5,10
2011-11-21 06:22:00,64.57.17.162,0.000,83.3,83.8,85.8,1.07,0.5,10
2011-11-21 06:22:00,206.12.24.110,0.000,119,120,122,0.586,0.5,13
2011-11-21 06:22:00,193.48.99.79,0.000,174,175,178,1.1,0.5,20
2011-11-21 06:22:00,130.246.179.197,0.000,173,174,181,0.481,0.5,20
2011-11-21 06:22:00,90.147.67.252,0.000,179,179,183,0.614,0.5,21
2011-11-17 09:52:00,137.189.27.61,0.000,0.809,1.4,3.57,2.87,0.9,6
2011-11-17 09:52:00,64.57.17.162,0.000,79.3,80.2,89.4,3.2,2.6,10
2011-11-17 09:52:00,206.12.24.110,0.000,116,116,123,1.69,0.4,13
2011-11-17 09:52:00,193.48.99.79,0.000,174,174,188,3,0.6,20
2011-11-17 09:52:00,130.246.179.197,0.000,170,171,185,1.96,1.7,20
2011-11-17 09:52:00,90.147.67.252,0.000,175,176,180,2.01,1,21
2011-11-16 16:22:00,137.189.27.61,0.667,32.5,33.2,82.8,23.6,2.1,6
2011-11-16 16:22:00,64.57.17.162,1.667,113,139,160,22.7,12.3,10
2011-11-16 16:22:00,206.12.24.110,1.000,149,174,195,21.6,11.9,13
2011-11-16 16:22:00,206.12.24.110,1.000,149,174,195,21.6,11.9,13
2011-11-16 16:22:00,193.48.99.79,0.667,208,232,247,22.2,10.6,20
2011-11-16 16:22:00,130.246.179.197,0.667,207,208,221,25.2,1.9,20
2011-11-16 16:22:00,90.147.67.252,1.333,208,209,220,21.8,4.3,21
2011-11-14 07:52:00,137.189.27.61,0.000,37.2,37.7,54.9,7.59,0.5,6
2011-11-14 07:52:00,64.57.17.162,0.000,85.4,85.9,87.9,1.46,0.5,10
2011-11-14 07:52:00,206.12.24.110,2.000,121,165,227,0.666,48.5,13
2011-11-14 07:52:00,193.48.99.79,0.000,190,191,194,2.03,0.4,20
2011-11-14 07:52:00,130.246.179.197,0.000,175,176,185,0.733,0.9,20
2011-11-14 07:52:00,90.147.67.252,0.000,180,181,185,0.667,0.7,21
2011-11-27 09:52:00,137.189.27.61,0.000,1.21,1.8,60.7,1.38,0.5,6
2011-11-27 09:52:00,64.57.17.162,0.000,86.5,87.1,89.1,2.15,0.4,10
2011-11-27 09:52:00,206.12.24.110,0.000,121,122,122,0.526,0.4,13
2011-11-27 09:52:00,193.48.99.79,0.000,178,179,195,1.02,0.5,20
2011-11-27 09:52:00,130.246.179.197,0.000,175,176,180,0.625,0.4,20
2011-11-27 09:52:00,90.147.67.252,0.000,181,182,183,0.782,0.4,21
2011-11-18 01:52:00,137.189.27.61,0.000,11.9,12.5,14,23.2,0.4,6
2011-11-18 01:52:00,64.57.17.162,0.000,83.7,84.4,88.5,7.37,1.1,10
2011-11-18 01:52:00,206.12.24.110,0.333,119,164,209,6.44,36.6,13
2011-11-18 01:52:00,193.48.99.79,0.000,181,181,186,7.34,0.5,20
2011-11-18 01:52:00,130.246.179.197,0.000,173,174,193,6.57,0.5,20
2011-11-18 01:52:00,90.147.67.252,0.000,184,185,188,8.47,0.7,22
2011-11-15 06:22:00,137.189.27.61,0.000,3.6,4.1,13.3,4.68,0.5,6
2011-11-15 06:22:00,64.57.17.162,0.000,86.1,86.7,88.2,1.76,0.4,10
2011-11-15 06:22:00,206.12.24.110,0.000,120,120,124,0.716,0.5,13
2011-11-15 06:22:00,193.48.99.79,0.000,176,177,177,1.54,0.5,20
2011-11-15 06:22:00,130.246.179.197,0.000,174,175,190,0.791,0.5,20
2011-11-15 06:22:00,90.147.67.252,0.000,179,180,181,1.01,0.5,21
2011-11-14 18:52:00,137.189.27.61,0.000,2.64,26.2,332,10.8,17,6
2011-11-14 18:52:00,64.57.17.162,0.000,84.4,106,124,4.03,12.8,10
2011-11-14 18:52:00,206.12.24.110,0.333,120,147,181,3.34,13.2,13
2011-11-14 18:52:00,193.48.99.79,0.000,178,178,188,6.32,0.6,20
2011-11-14 18:52:00,130.246.179.197,0.000,175,175,193,3.45,0.5,20
2011-11-14 18:52:00,90.147.67.252,0.333,180,181,197,3.76,4.4,21
2011-11-17 06:22:00,137.189.27.61,0.000,9.89,10.5,52.5,4.78,0.4,6
2011-11-17 06:22:00,64.57.17.162,0.000,89,89.5,91.6,4.46,0.5,10
2011-11-17 06:22:00,206.12.24.110,0.000,125,126,127,2.95,0.5,13
2011-11-17 06:22:00,193.48.99.79,0.000,180,181,309,4.14,0.7,20
2011-11-17 06:22:00,193.48.99.79,0.000,180,181,309,4.14,0.7,20
2011-11-17 06:22:00,130.246.179.197,0.000,179,180,187,3.43,0.5,20
2011-11-17 06:22:00,90.147.67.252,0.000,185,185,188,3.45,1,21
2011-11-27 03:52:00,137.189.27.61,0.000,-4.22,-3.6,0.941,0.807,0.5,6
2011-11-27 03:52:00,64.57.17.162,0.000,79.6,80.3,80.7,1.82,0.3,10
2011-11-27 03:52:00,206.12.24.110,0.000,115,116,117,0.765,0.4,13
2011-11-27 03:52:00,193.48.99.79,0.000,173,174,181,1.18,2.3,20
2011-11-27 03:52:00,130.246.179.197,0.000,170,170,183,0.796,1.9,20
2011-11-27 03:52:00,90.147.67.252,0.000,175,176,187,0.873,3,21
2011-11-29 07:22:00,137.189.27.61,0.000,-0.443,-0.1,0.595,8.83,0.6,6
2011-11-29 07:22:00,64.57.17.162,0.000,83.4,83.9,85.9,2.08,0.5,10
2011-11-29 07:22:00,206.12.24.110,0.000,119,120,122,1.61,0.6,13
2011-11-29 07:22:00,193.48.99.79,0.000,176,176,179,1.62,0.5,20
2011-11-29 07:22:00,130.246.179.197,0.000,174,174,180,1.35,0.7,20
2011-11-29 07:22:00,90.147.67.252,0.000,178,179,190,2.01,3.2,21
2011-11-26 17:22:00,137.189.27.61,0.333,-4.38,-3.8,-2.29,1.19,0.4,6
2011-11-26 17:22:00,64.57.17.162,0.333,79.6,106,129,2.52,11.2,10
2011-11-26 17:22:00,206.12.24.110,0.333,94,94.6,103,0.917,0.7,14
2011-11-26 17:22:00,193.48.99.79,0.333,170,170,182,1.29,0.6,20
2011-11-26 17:22:00,130.246.179.197,0.333,170,170,182,1.01,0.7,20
2011-11-26 17:22:00,90.147.67.252,0.667,175,175,185,1.14,0.9,21
2011-11-18 14:22:00,137.189.27.61,0.667,40.8,41.6,194,21.2,4.1,6
2011-11-18 14:22:00,64.57.17.162,2.333,121,122,129,10.8,1.6,10
2011-11-18 14:22:00,206.12.24.110,2.000,157,206,282,9.19,61.7,13
2011-11-18 14:22:00,193.48.99.79,1.333,210,235,251,10.3,11.2,20
2011-11-18 14:22:00,130.246.179.197,0.667,211,212,230,9.33,1.9,20
2011-11-18 14:22:00,90.147.67.252,0.667,224,246,269,9.69,14.8,22
2011-11-13 09:22:00,137.189.27.61,0.000,10.4,11,41,2.56,0.5,6
2011-11-13 09:22:00,64.57.17.162,0.000,82.6,83.3,88.4,1.68,0.9,10
2011-11-13 09:22:00,206.12.24.110,0.000,96.7,97.4,101,0.873,0.9,14
2011-11-13 09:22:00,193.48.99.79,0.000,174,174,175,1.43,0.5,20
2011-11-13 09:22:00,130.246.179.197,0.000,172,173,185,0.948,1.4,20
2011-11-13 09:22:00,90.147.67.252,1.000,178,178,183,0.927,2.1,21
2011-11-25 01:52:00,137.189.27.61,0.000,0.109,0.7,50.8,4.32,0.4,6
2011-11-25 01:52:00,64.57.17.162,0.000,82.9,83.5,86.8,4.86,0.4,10
2011-11-25 01:52:00,206.12.24.110,0.000,120,120,124,4.09,0.4,13
2011-11-25 01:52:00,193.48.99.79,0.000,176,177,180,4.13,0.6,20
2011-11-25 01:52:00,130.246.179.197,0.000,173,174,181,4.08,0.8,20
2011-11-25 01:52:00,130.246.179.197,0.000,173,174,181,4.08,0.8,20
2011-11-25 01:52:00,90.147.67.252,0.667,179,180,183,7.57,1.1,21
2011-11-17 11:52:00,137.189.27.61,1.000,4.24,4.9,12.9,2.36,0.6,6
2011-11-17 11:52:00,64.57.17.162,0.000,82.8,83.4,90,2.77,0.5,10
2011-11-17 11:52:00,206.12.24.110,0.333,119,146,209,1.4,48.6,13
2011-11-17 11:52:00,193.48.99.79,0.000,177,179,191,2.49,0.5,20
2011-11-17 11:52:00,130.246.179.197,1.000,171,172,192,1.91,1.2,20
2011-11-17 11:52:00,90.147.67.252,0.333,176,177,191,1.69,2.9,21
