Datetime,DestIP,hops
2011-11-29 13:52:00,137.189.27.61,7
2011-11-29 13:52:00,64.57.17.162,11
2011-11-29 13:52:00,206.12.24.110,14
2011-11-29 13:52:00,193.48.99.79,21
2011-11-29 13:52:00,130.246.179.197,21
2011-11-29 13:52:00,90.147.67.252,22
2011-11-16 02:22:00,137.189.27.61,7
2011-11-16 02:22:00,64.57.17.162,11
2011-11-16 02:22:00,206.12.24.110,14
2011-11-16 02:22:00,193.48.99.79,21
2011-11-16 02:22:00,130.246.179.197,21
2011-11-16 02:22:00,90.147.67.252,22
2011-11-15 01:22:00,137.189.27.61,7
2011-11-15 01:22:00,64.57.17.162,11
2011-11-15 01:22:00,206.12.24.110,14
2011-11-15 01:22:00,193.48.99.79,21
2011-11-15 01:22:00,130.246.179.197,21
2011-11-15 01:22:00,90.147.67.252,22
2011-11-26 04:52:00,137.189.27.61,7
2011-11-26 04:52:00,64.57.17.162,11
2011-11-26 04:52:00,206.12.24.110,14
2011-11-26 04:52:00,193.48.99.79,21
2011-11-26 04:52:00,130.246.179.197,21
2011-11-26 04:52:00,90.147.67.252,22
2011-11-16 03:22:00,137.189.27.61,7
2011-11-16 03:22:00,64.57.17.162,11
2011-11-16 03:22:00,206.12.24.110,14
2011-11-16 03:22:00,193.48.99.79,21
2011-11-16 03:22:00,130.246.179.197,21
2011-11-16 03:22:00,90.147.67.252,22
2011-11-20 06:22:00,137.189.27.61,7
2011-11-20 06:22:00,64.57.17.162,11
2011-11-20 06:22:00,206.12.24.110,14
2011-11-20 06:22:00,193.48.99.79,21
2011-11-20 06:22:00,130.246.179.197,21
2011-11-20 06:22:00,90.147.67.252,22
2011-11-18 07:52:00,137.189.27.61,7
2011-11-18 07:52:00,64.57.17.162,11
2011-11-18 07:52:00,206.12.24.110,14
2011-11-18 07:52:00,193.48.99.79,21
2011-11-18 07:52:00,130.246.179.197,21
2011-11-18 07:52:00,90.147.67.252,23
2011-11-23 03:52:00,137.189.27.61,7
2011-11-23 03:52:00,64.57.17.162,11
2011-11-23 03:52:00,206.12.24.110,14
2011-11-23 03:52:00,193.48.99.79,21
2011-11-23 03:52:00,130.246.179.197,21
2011-11-23 03:52:00,90.147.67.252,22
2011-11-17 11:52:00,137.189.27.61,7
2011-11-17 11:52:00,64.57.17.162,11
2011-11-17 11:52:00,206.12.24.110,14
2011-11-17 11:52:00,193.48.99.79,21
2011-11-17 11:52:00,130.246.179.197,21
2011-11-17 11:52:00,90.147.67.252,22
2011-11-24 05:22:00,137.189.27.61,7
2011-11-24 05:22:00,64.57.17.162,11
2011-11-24 05:22:00,206.12.24.110,14
2011-11-24 05:22:00,193.48.99.79,21
2011-11-24 05:22:00,130.246.179.197,21
2011-11-24 05:22:00,90.147.67.252,22
2011-11-29 11:22:00,137.189.27.61,7
2011-11-29 11:22:00,64.57.17.162,11
2011-11-29 11:22:00,206.12.24.110,14
2011-11-29 11:22:00,193.48.99.79,21
2011-11-29 11:22:00,130.246.179.197,21
2011-11-29 11:22:00,90.147.67.252,22
2011-11-21 16:52:00,137.189.27.61,7
2011-11-21 16:52:00,64.57.17.162,11
2011-11-21 16:52:00,206.12.24.110,14
2011-11-21 16:52:00,193.48.99.79,21
2011-11-21 16:52:00,130.246.179.197,21
2011-11-21 16:52:00,90.147.67.252,22
2011-11-20 02:52:00,137.189.27.61,7
2011-11-20 02:52:00,64.57.17.162,11
2011-11-20 02:52:00,206.12.24.110,14
2011-11-20 02:52:00,193.48.99.79,21
2011-11-20 02:52:00,130.246.179.197,21
2011-11-20 02:52:00,90.147.67.252,22
2011-11-25 21:22:00,137.189.27.61,7
2011-11-25 21:22:00,64.57.17.162,11
2011-11-25 21:22:00,206.12.24.110,14
2011-11-25 21:22:00,193.48.99.79,21
2011-11-25 21:22:00,130.246.179.197,21
2011-11-25 21:22:00,90.147.67.252,22
2011-11-23 15:22:00,137.189.27.61,7
2011-11-23 15:22:00,64.57.17.162,11
2011-11-23 15:22:00,206.12.24.110,14
2011-11-23 15:22:00,193.48.99.79,21
2011-11-23 15:22:00,130.246.179.197,21
2011-11-23 15:22:00,90.147.67.252,22
2011-11-14 10:52:00,137.189.27.61,7
2011-11-14 10:52:00,64.57.17.162,11
2011-11-14 10:52:00,206.12.24.110,14
2011-11-14 10:52:00,193.48.99.79,21
2011-11-14 10:52:00,130.246.179.197,21
2011-11-14 10:52:00,90.147.67.252,22
2011-11-22 03:22:00,137.189.27.61,7
2011-11-22 03:22:00,64.57.17.162,11
2011-11-22 03:22:00,206.12.24.110,14
2011-11-22 03:22:00,193.48.99.79,21
2011-11-22 03:22:00,130.246.179.197,21
2011-11-22 03:22:00,90.147.67.252,22
2011-11-23 20:52:00,137.189.27.61,7
2011-11-23 20:52:00,64.57.17.162,11
2011-11-23 20:52:00,206.12.24.110,14
2011-11-23 20:52:00,193.48.99.79,21
2011-11-23 20:52:00,130.246.179.197,21
2011-11-23 20:52:00,90.147.67.252,22
2011-11-29 04:52:00,137.189.27.61,7
2011-11-29 04:52:00,64.57.17.162,11
2011-11-29 04:52:00,206.12.24.110,14
2011-11-29 04:52:00,193.48.99.79,21
2011-11-29 04:52:00,130.246.179.197,21
2011-11-29 04:52:00,90.147.67.252,22
2011-11-20 21:52:00,137.189.27.61,7
2011-11-20 21:52:00,64.57.17.162,11
2011-11-20 21:52:00,206.12.24.110,14
2011-11-20 21:52:00,193.48.99.79,21
2011-11-20 21:52:00,130.246.179.197,21
2011-11-20 21:52:00,90.147.67.252,22
2011-11-21 11:52:00,137.189.27.61,7
2011-11-21 11:52:00,64.57.17.162,11
2011-11-21 11:52:00,206.12.24.110,14
2011-11-21 11:52:00,193.48.99.79,21
2011-11-21 11:52:00,130.246.179.197,21
2011-11-21 11:52:00,90.147.67.252,22
2011-11-27 01:22:00,137.189.27.61,7
2011-11-27 01:22:00,64.57.17.162,11
2011-11-27 01:22:00,206.12.24.110,14
2011-11-27 01:22:00,193.48.99.79,21
2011-11-27 01:22:00,130.246.179.197,21
2011-11-27 01:22:00,90.147.67.252,22
2011-11-21 21:22:00,137.189.27.61,7
2011-11-21 21:22:00,64.57.17.162,11
2011-11-21 21:22:00,206.12.24.110,14
2011-11-21 21:22:00,193.48.99.79,21
2011-11-21 21:22:00,130.246.179.197,21
2011-11-21 21:22:00,90.147.67.252,22
2011-11-14 16:22:00,137.189.27.61,7
2011-11-14 16:22:00,64.57.17.162,11
2011-11-14 16:22:00,206.12.24.110,14
2011-11-14 16:22:00,193.48.99.79,21
2011-11-14 16:22:00,130.246.179.197,21
2011-11-14 16:22:00,90.147.67.252,22
2011-11-14 07:52:00,137.189.27.61,7
2011-11-14 07:52:00,64.57.17.162,11
2011-11-14 07:52:00,206.12.24.110,14
2011-11-14 07:52:00,193.48.99.79,21
2011-11-14 07:52:00,130.246.179.197,21
2011-11-14 07:52:00,90.147.67.252,22
2011-11-16 12:52:00,137.189.27.61,7
2011-11-16 12:52:00,64.57.17.162,11
2011-11-16 12:52:00,206.12.24.110,14
2011-11-16 12:52:00,193.48.99.79,21
2011-11-16 12:52:00,130.246.179.197,21
2011-11-16 12:52:00,90.147.67.252,22
2011-11-25 03:52:00,137.189.27.61,7
2011-11-25 03:52:00,64.57.17.162,11
2011-11-25 03:52:00,206.12.24.110,14
2011-11-25 03:52:00,193.48.99.79,21
2011-11-25 03:52:00,130.246.179.197,21
2011-11-25 03:52:00,90.147.67.252,22
2011-11-20 04:22:00,137.189.27.61,7
2011-11-20 04:22:00,64.57.17.162,11
2011-11-20 04:22:00,206.12.24.110,14
2011-11-20 04:22:00,193.48.99.79,21
2011-11-20 04:22:00,130.246.179.197,21
2011-11-20 04:22:00,90.147.67.252,22
2011-11-22 09:22:00,137.189.27.61,7
2011-11-22 09:22:00,64.57.17.162,11
2011-11-22 09:22:00,206.12.24.110,14
2011-11-22 09:22:00,193.48.99.79,21
2011-11-22 09:22:00,130.246.179.197,21
2011-11-22 09:22:00,90.147.67.252,22
2011-11-29 09:22:00,137.189.27.61,7
2011-11-29 09:22:00,64.57.17.162,11
2011-11-29 09:22:00,206.12.24.110,14
2011-11-29 09:22:00,193.48.99.79,21
2011-11-29 09:22:00,130.246.179.197,21
2011-11-29 09:22:00,90.147.67.252,22
2011-11-16 11:52:00,137.189.27.61,7
2011-11-16 11:52:00,64.57.17.162,11
2011-11-16 11:52:00,206.12.24.110,14
2011-11-16 11:52:00,193.48.99.79,21
2011-11-16 11:52:00,130.246.179.197,21
2011-11-16 11:52:00,90.147.67.252,22
2011-11-20 20:22:00,137.189.27.61,7
2011-11-20 20:22:00,64.57.17.162,11
2011-11-20 20:22:00,206.12.24.110,14
2011-11-20 20:22:00,193.48.99.79,21
2011-11-20 20:22:00,130.246.179.197,21
2011-11-20 20:22:00,90.147.67.252,22
2011-11-18 23:52:00,137.189.27.61,7
2011-11-18 23:52:00,64.57.17.162,11
2011-11-18 23:52:00,206.12.24.110,14
2011-11-18 23:52:00,193.48.99.79,21
2011-11-18 23:52:00,130.246.179.197,21
2011-11-18 23:52:00,90.147.67.252,23
2011-11-24 07:52:00,137.189.27.61,7
2011-11-24 07:52:00,64.57.17.162,11
2011-11-24 07:52:00,206.12.24.110,14
2011-11-24 07:52:00,193.48.99.79,22
2011-11-24 07:52:00,130.246.179.197,21
2011-11-24 07:52:00,90.147.67.252,23
2011-11-28 17:22:00,137.189.27.61,7
2011-11-28 17:22:00,64.57.17.162,11
2011-11-28 17:22:00,206.12.24.110,14
2011-11-28 17:22:00,193.48.99.79,21
2011-11-28 17:22:00,130.246.179.197,21
2011-11-28 17:22:00,90.147.67.252,22
2011-11-15 17:52:00,137.189.27.61,7
2011-11-15 17:52:00,64.57.17.162,11
2011-11-15 17:52:00,206.12.24.110,14
2011-11-15 17:52:00,193.48.99.79,21
2011-11-15 17:52:00,130.246.179.197,21
2011-11-15 17:52:00,90.147.67.252,22
2011-11-17 17:52:00,137.189.27.61,7
2011-11-17 17:52:00,64.57.17.162,11
2011-11-17 17:52:00,206.12.24.110,14
2011-11-17 17:52:00,193.48.99.79,21
2011-11-17 17:52:00,130.246.179.197,21
2011-11-17 17:52:00,90.147.67.252,21
2011-11-26 13:52:00,137.189.27.61,7
2011-11-26 13:52:00,64.57.17.162,11
2011-11-26 13:52:00,206.12.24.110,14
2011-11-26 13:52:00,193.48.99.79,21
2011-11-26 13:52:00,130.246.179.197,21
2011-11-26 13:52:00,90.147.67.252,22
2011-11-23 03:22:00,137.189.27.61,7
2011-11-23 03:22:00,64.57.17.162,11
2011-11-23 03:22:00,206.12.24.110,14
2011-11-23 03:22:00,193.48.99.79,21
2011-11-23 03:22:00,130.246.179.197,21
2011-11-23 03:22:00,90.147.67.252,22
2011-11-22 20:52:00,137.189.27.61,7
2011-11-22 20:52:00,64.57.17.162,11
2011-11-22 20:52:00,206.12.24.110,14
2011-11-22 20:52:00,193.48.99.79,21
2011-11-22 20:52:00,130.246.179.197,21
2011-11-22 20:52:00,90.147.67.252,22
2011-11-25 06:22:00,137.189.27.61,7
2011-11-25 06:22:00,64.57.17.162,11
2011-11-25 06:22:00,206.12.24.110,14
2011-11-25 06:22:00,193.48.99.79,21
2011-11-25 06:22:00,130.246.179.197,21
2011-11-25 06:22:00,90.147.67.252,22
2011-11-13 10:52:00,137.189.27.61,7
2011-11-13 10:52:00,64.57.17.162,11
2011-11-13 10:52:00,206.12.24.110,15
2011-11-13 10:52:00,193.48.99.79,21
2011-11-13 10:52:00,130.246.179.197,21
2011-11-13 10:52:00,90.147.67.252,22
2011-11-29 14:52:00,137.189.27.61,7
2011-11-29 14:52:00,64.57.17.162,11
2011-11-29 14:52:00,206.12.24.110,14
2011-11-29 14:52:00,193.48.99.79,21
2011-11-29 14:52:00,130.246.179.197,20
2011-11-29 14:52:00,90.147.67.252,22
2011-11-25 06:52:00,137.189.27.61,7
2011-11-25 06:52:00,64.57.17.162,11
2011-11-25 06:52:00,206.12.24.110,14
2011-11-25 06:52:00,193.48.99.79,21
2011-11-25 06:52:00,130.246.179.197,21
2011-11-25 06:52:00,90.147.67.252,22
2011-11-20 04:52:00,137.189.27.61,7
2011-11-20 04:52:00,64.57.17.162,11
2011-11-20 04:52:00,206.12.24.110,14
2011-11-20 04:52:00,193.48.99.79,21
2011-11-20 04:52:00,130.246.179.197,21
2011-11-20 04:52:00,90.147.67.252,22
2011-11-17 18:52:00,137.189.27.61,7
2011-11-17 18:52:00,64.57.17.162,11
2011-11-17 18:52:00,206.12.24.110,14
2011-11-17 18:52:00,193.48.99.79,21
2011-11-17 18:52:00,130.246.179.197,21
2011-11-17 18:52:00,90.147.67.252,22
2011-11-14 11:52:00,137.189.27.61,7
2011-11-14 11:52:00,64.57.17.162,11
2011-11-14 11:52:00,206.12.24.110,14
2011-11-14 11:52:00,193.48.99.79,21
2011-11-14 11:52:00,130.246.179.197,21
2011-11-14 11:52:00,90.147.67.252,22
2011-11-25 15:22:00,137.189.27.61,7
2011-11-25 15:22:00,64.57.17.162,11
2011-11-25 15:22:00,206.12.24.110,14
2011-11-25 15:22:00,193.48.99.79,21
2011-11-25 15:22:00,130.246.179.197,21
2011-11-25 15:22:00,90.147.67.252,22
2011-11-16 23:52:00,137.189.27.61,7
2011-11-16 23:52:00,64.57.17.162,11
2011-11-16 23:52:00,206.12.24.110,14
2011-11-16 23:52:00,193.48.99.79,21
2011-11-16 23:52:00,130.246.179.197,21
2011-11-16 23:52:00,90.147.67.252,22
2011-11-28 18:22:00,137.189.27.61,7
2011-11-28 18:22:00,64.57.17.162,11
2011-11-28 18:22:00,206.12.24.110,14
2011-11-28 18:22:00,193.48.99.79,21
2011-11-28 18:22:00,130.246.179.197,21
2011-11-28 18:22:00,90.147.67.252,22
2011-11-27 20:22:00,137.189.27.61,7
2011-11-27 20:22:00,64.57.17.162,11
2011-11-27 20:22:00,206.12.24.110,14
2011-11-27 20:22:00,193.48.99.79,21
2011-11-27 20:22:00,130.246.179.197,21
2011-11-27 20:22:00,90.147.67.252,22
2011-11-17 13:52:00,137.189.27.61,7
2011-11-17 13:52:00,64.57.17.162,11
2011-11-17 13:52:00,206.12.24.110,14
2011-11-17 13:52:00,193.48.99.79,21
2011-11-17 13:52:00,130.246.179.197,21
2011-11-17 13:52:00,90.147.67.252,22
2011-11-29 20:52:00,137.189.27.61,7
2011-11-29 20:52:00,64.57.17.162,11
2011-11-29 20:52:00,206.12.24.110,14
2011-11-29 20:52:00,193.48.99.79,21
2011-11-29 20:52:00,130.246.179.197,21
2011-11-29 20:52:00,90.147.67.252,22
2011-11-17 06:22:00,137.189.27.61,7
2011-11-17 06:22:00,64.57.17.162,11
2011-11-17 06:22:00,206.12.24.110,14
2011-11-17 06:22:00,193.48.99.79,21
2011-11-17 06:22:00,130.246.179.197,21
2011-11-17 06:22:00,90.147.67.252,22
2011-11-29 08:22:00,137.189.27.61,7
2011-11-29 08:22:00,64.57.17.162,11
2011-11-29 08:22:00,206.12.24.110,14
2011-11-29 08:22:00,193.48.99.79,22
2011-11-29 08:22:00,130.246.179.197,21
2011-11-29 08:22:00,90.147.67.252,22
2011-11-22 16:52:00,137.189.27.61,7
2011-11-22 16:52:00,64.57.17.162,11
2011-11-22 16:52:00,206.12.24.110,14
2011-11-22 16:52:00,193.48.99.79,21
2011-11-22 16:52:00,130.246.179.197,21
2011-11-22 16:52:00,90.147.67.252,22
2011-11-27 15:22:00,137.189.27.61,7
2011-11-27 15:22:00,64.57.17.162,11
2011-11-27 15:22:00,206.12.24.110,14
2011-11-27 15:22:00,193.48.99.79,21
2011-11-27 15:22:00,130.246.179.197,21
2011-11-27 15:22:00,90.147.67.252,22
2011-11-21 09:52:00,137.189.27.61,7
2011-11-21 09:52:00,64.57.17.162,11
2011-11-21 09:52:00,206.12.24.110,14
2011-11-21 09:52:00,193.48.99.79,21
2011-11-21 09:52:00,130.246.179.197,21
2011-11-21 09:52:00,90.147.67.252,22
2011-11-27 16:22:00,137.189.27.61,7
2011-11-27 16:22:00,64.57.17.162,11
2011-11-27 16:22:00,206.12.24.110,14
2011-11-27 16:22:00,193.48.99.79,21
2011-11-27 16:22:00,130.246.179.197,21
2011-11-27 16:22:00,90.147.67.252,22
2011-11-16 12:22:00,137.189.27.61,7
2011-11-16 12:22:00,64.57.17.162,11
2011-11-16 12:22:00,206.12.24.110,14
2011-11-16 12:22:00,193.48.99.79,21
2011-11-16 12:22:00,130.246.179.197,21
2011-11-16 12:22:00,90.147.67.252,22
2011-11-21 01:22:00,137.189.27.61,7
2011-11-21 01:22:00,64.57.17.162,11
2011-11-21 01:22:00,206.12.24.110,14
2011-11-21 01:22:00,193.48.99.79,21
2011-11-21 01:22:00,130.246.179.197,21
2011-11-21 01:22:00,90.147.67.252,22
2011-11-22 02:22:00,137.189.27.61,7
2011-11-22 02:22:00,64.57.17.162,11
2011-11-22 02:22:00,206.12.24.110,14
2011-11-22 02:22:00,193.48.99.79,21
2011-11-22 02:22:00,130.246.179.197,21
2011-11-22 02:22:00,90.147.67.252,22
2011-11-25 05:52:00,137.189.27.61,7
2011-11-25 05:52:00,64.57.17.162,11
2011-11-25 05:52:00,206.12.24.110,14
2011-11-25 05:52:00,193.48.99.79,21
2011-11-25 05:52:00,130.246.179.197,21
2011-11-25 05:52:00,90.147.67.252,22
2011-11-24 18:22:00,137.189.27.61,7
2011-11-24 18:22:00,64.57.17.162,11
2011-11-24 18:22:00,206.12.24.110,14
2011-11-24 18:22:00,193.48.99.79,21
2011-11-24 18:22:00,130.246.179.197,21
2011-11-24 18:22:00,90.147.67.252,22
2011-11-16 04:22:00,137.189.27.61,7
2011-11-16 04:22:00,64.57.17.162,11
2011-11-16 04:22:00,206.12.24.110,14
2011-11-16 04:22:00,193.48.99.79,21
2011-11-16 04:22:00,130.246.179.197,21
2011-11-16 04:22:00,90.147.67.252,22
2011-11-14 08:52:00,137.189.27.61,7
2011-11-14 08:52:00,64.57.17.162,11
2011-11-14 08:52:00,206.12.24.110,14
2011-11-14 08:52:00,193.48.99.79,21
2011-11-14 08:52:00,130.246.179.197,21
2011-11-14 08:52:00,90.147.67.252,22
2011-11-27 19:22:00,137.189.27.61,7
2011-11-27 19:22:00,64.57.17.162,11
2011-11-27 19:22:00,206.12.24.110,14
2011-11-27 19:22:00,193.48.99.79,21
2011-11-27 19:22:00,130.246.179.197,21
2011-11-27 19:22:00,90.147.67.252,22
2011-11-16 14:22:00,137.189.27.61,7
2011-11-16 14:22:00,64.57.17.162,11
2011-11-16 14:22:00,206.12.24.110,14
2011-11-16 14:22:00,193.48.99.79,21
2011-11-16 14:22:00,130.246.179.197,21
2011-11-16 14:22:00,90.147.67.252,22
2011-11-24 19:52:00,137.189.27.61,7
2011-11-24 19:52:00,64.57.17.162,11
2011-11-24 19:52:00,206.12.24.110,14
2011-11-24 19:52:00,193.48.99.79,21
2011-11-24 19:52:00,130.246.179.197,21
2011-11-24 19:52:00,90.147.67.252,22
2011-11-21 20:52:00,137.189.27.61,7
2011-11-21 20:52:00,64.57.17.162,11
2011-11-21 20:52:00,206.12.24.110,14
2011-11-21 20:52:00,193.48.99.79,21
2011-11-21 20:52:00,130.246.179.197,21
2011-11-21 20:52:00,90.147.67.252,22
2011-11-17 23:52:00,137.189.27.61,7
2011-11-17 23:52:00,64.57.17.162,11
2011-11-17 23:52:00,206.12.24.110,14
2011-11-17 23:52:00,193.48.99.79,21
2011-11-17 23:52:00,130.246.179.197,21
2011-11-17 23:52:00,90.147.67.252,23
2011-11-27 02:22:00,137.189.27.61,7
2011-11-27 02:22:00,64.57.17.162,11
2011-11-27 02:22:00,206.12.24.110,14
2011-11-27 02:22:00,193.48.99.79,21
2011-11-27 02:22:00,130.246.179.197,21
2011-11-27 02:22:00,90.147.67.252,22
2011-11-20 22:52:00,137.189.27.61,7
2011-11-20 22:52:00,64.57.17.162,11
2011-11-20 22:52:00,206.12.24.110,14
2011-11-20 22:52:00,193.48.99.79,21
2011-11-20 22:52:00,130.246.179.197,21
2011-11-20 22:52:00,90.147.67.252,22
2011-11-19 02:22:00,137.189.27.61,7
2011-11-19 02:22:00,64.57.17.162,11
2011-11-19 02:22:00,206.12.24.110,14
2011-11-19 02:22:00,193.48.99.79,21
2011-11-19 02:22:00,130.246.179.197,21
2011-11-19 02:22:00,90.147.67.252,23
2011-11-12 21:52:00,137.189.27.61,7
2011-11-12 21:52:00,64.57.17.162,11
2011-11-12 21:52:00,206.12.24.110,14
2011-11-12 21:52:00,193.48.99.79,21
2011-11-12 21:52:00,130.246.179.197,21
2011-11-12 21:52:00,90.147.67.252,22
2011-11-17 01:22:00,137.189.27.61,7
2011-11-17 01:22:00,64.57.17.162,11
2011-11-17 01:22:00,206.12.24.110,14
2011-11-17 01:22:00,193.48.99.79,21
2011-11-17 01:22:00,130.246.179.197,21
2011-11-17 01:22:00,90.147.67.252,22
2011-11-18 18:52:00,137.189.27.61,7
2011-11-18 18:52:00,64.57.17.162,11
2011-11-18 18:52:00,206.12.24.110,14
2011-11-18 18:52:00,193.48.99.79,21
2011-11-18 18:52:00,130.246.179.197,21
2011-11-18 18:52:00,90.147.67.252,23
2011-11-19 01:22:00,137.189.27.61,7
2011-11-19 01:22:00,64.57.17.162,11
2011-11-19 01:22:00,206.12.24.110,14
2011-11-19 01:22:00,193.48.99.79,21
2011-11-19 01:22:00,130.246.179.197,21
2011-11-19 01:22:00,90.147.67.252,23
2011-11-26 06:52:00,137.189.27.61,7
2011-11-26 06:52:00,64.57.17.162,11
2011-11-26 06:52:00,206.12.24.110,14
2011-11-26 06:52:00,193.48.99.79,21
2011-11-26 06:52:00,130.246.179.197,21
2011-11-26 06:52:00,90.147.67.252,22
2011-11-26 07:22:00,137.189.27.61,7
2011-11-26 07:22:00,64.57.17.162,11
2011-11-26 07:22:00,206.12.24.110,14
2011-11-26 07:22:00,193.48.99.79,21
2011-11-26 07:22:00,130.246.179.197,21
2011-11-26 07:22:00,90.147.67.252,22
2011-11-15 08:52:00,137.189.27.61,7
2011-11-15 08:52:00,64.57.17.162,11
2011-11-15 08:52:00,206.12.24.110,14
2011-11-15 08:52:00,193.48.99.79,21
2011-11-15 08:52:00,130.246.179.197,21
2011-11-15 08:52:00,90.147.67.252,22
2011-11-18 01:52:00,137.189.27.61,7
2011-11-18 01:52:00,64.57.17.162,11
2011-11-18 01:52:00,206.12.24.110,14
2011-11-18 01:52:00,193.48.99.79,21
2011-11-18 01:52:00,130.246.179.197,21
2011-11-18 01:52:00,90.147.67.252,23
2011-11-29 14:22:00,137.189.27.61,7
2011-11-29 14:22:00,64.57.17.162,11
2011-11-29 14:22:00,206.12.24.110,14
2011-11-29 14:22:00,193.48.99.79,21
2011-11-29 14:22:00,130.246.179.197,21
2011-11-29 14:22:00,90.147.67.252,22
2011-11-24 23:22:00,137.189.27.61,7
2011-11-24 23:22:00,64.57.17.162,11
2011-11-24 23:22:00,206.12.24.110,14
2011-11-24 23:22:00,193.48.99.79,21
2011-11-24 23:22:00,130.246.179.197,21
2011-11-24 23:22:00,90.147.67.252,22
2011-11-29 17:22:00,137.189.27.61,7
2011-11-29 17:22:00,64.57.17.162,11
2011-11-29 17:22:00,206.12.24.110,14
2011-11-29 17:22:00,193.48.99.79,21
2011-11-29 17:22:00,130.246.179.197,21
2011-11-29 17:22:00,90.147.67.252,22
2011-11-26 05:52:00,137.189.27.61,7
2011-11-26 05:52:00,64.57.17.162,11
2011-11-26 05:52:00,206.12.24.110,14
2011-11-26 05:52:00,193.48.99.79,21
2011-11-26 05:52:00,130.246.179.197,21
2011-11-26 05:52:00,90.147.67.252,22
2011-11-25 20:52:00,137.189.27.61,7
2011-11-25 20:52:00,64.57.17.162,11
2011-11-25 20:52:00,206.12.24.110,14
2011-11-25 20:52:00,193.48.99.79,21
2011-11-25 20:52:00,130.246.179.197,21
2011-11-25 20:52:00,90.147.67.252,22
2011-11-24 21:22:00,137.189.27.61,7
2011-11-24 21:22:00,64.57.17.162,11
2011-11-24 21:22:00,206.12.24.110,14
2011-11-24 21:22:00,193.48.99.79,21
2011-11-24 21:22:00,130.246.179.197,21
2011-11-24 21:22:00,90.147.67.252,22
2011-11-21 22:22:00,137.189.27.61,7
2011-11-21 22:22:00,64.57.17.162,11
2011-11-21 22:22:00,206.12.24.110,14
2011-11-21 22:22:00,193.48.99.79,21
2011-11-21 22:22:00,130.246.179.197,21
2011-11-21 22:22:00,90.147.67.252,22
2011-11-19 22:22:00,137.189.27.61,7
2011-11-19 22:22:00,64.57.17.162,11
2011-11-19 22:22:00,206.12.24.110,14
2011-11-19 22:22:00,193.48.99.79,21
2011-11-19 22:22:00,130.246.179.197,21
2011-11-19 22:22:00,90.147.67.252,22
2011-11-13 02:22:00,137.189.27.61,7
2011-11-13 02:22:00,64.57.17.162,11
2011-11-13 02:22:00,206.12.24.110,14
2011-11-13 02:22:00,193.48.99.79,21
2011-11-13 02:22:00,130.246.179.197,21
2011-11-13 02:22:00,90.147.67.252,22
2011-11-21 00:52:00,137.189.27.61,7
2011-11-21 00:52:00,64.57.17.162,11
2011-11-21 00:52:00,206.12.24.110,14
2011-11-21 00:52:00,193.48.99.79,21
2011-11-21 00:52:00,130.246.179.197,21
2011-11-21 00:52:00,90.147.67.252,22
2011-11-26 21:52:00,137.189.27.61,7
2011-11-26 21:52:00,64.57.17.162,11
2011-11-26 21:52:00,206.12.24.110,14
2011-11-26 21:52:00,193.48.99.79,21
2011-11-26 21:52:00,130.246.179.197,21
2011-11-26 21:52:00,90.147.67.252,22
2011-11-25 17:22:00,137.189.27.61,7
2011-11-25 17:22:00,64.57.17.162,11
2011-11-25 17:22:00,206.12.24.110,14
2011-11-25 17:22:00,193.48.99.79,21
2011-11-25 17:22:00,130.246.179.197,21
2011-11-25 17:22:00,90.147.67.252,22
2011-11-13 15:52:00,137.189.27.61,7
2011-11-13 15:52:00,64.57.17.162,11
2011-11-13 15:52:00,206.12.24.110,14
2011-11-13 15:52:00,193.48.99.79,21
2011-11-13 15:52:00,130.246.179.197,21
2011-11-13 15:52:00,90.147.67.252,22
2011-11-16 03:52:00,137.189.27.61,7
2011-11-16 03:52:00,64.57.17.162,11
2011-11-16 03:52:00,206.12.24.110,14
2011-11-16 03:52:00,193.48.99.79,21
2011-11-16 03:52:00,130.246.179.197,21
2011-11-16 03:52:00,90.147.67.252,22
2011-11-26 13:22:00,137.189.27.61,7
2011-11-26 13:22:00,64.57.17.162,11
2011-11-26 13:22:00,206.12.24.110,14
2011-11-26 13:22:00,193.48.99.79,21
2011-11-26 13:22:00,130.246.179.197,21
2011-11-26 13:22:00,90.147.67.252,22
2011-11-29 02:22:00,137.189.27.61,7
2011-11-29 02:22:00,64.57.17.162,11
2011-11-29 02:22:00,206.12.24.110,14
2011-11-29 02:22:00,193.48.99.79,21
2011-11-29 02:22:00,130.246.179.197,21
2011-11-29 02:22:00,90.147.67.252,22
2011-11-24 12:52:00,137.189.27.61,7
2011-11-24 12:52:00,64.57.17.162,11
2011-11-24 12:52:00,206.12.24.110,14
2011-11-24 12:52:00,193.48.99.79,21
2011-11-24 12:52:00,130.246.179.197,21
2011-11-24 12:52:00,90.147.67.252,22
2011-11-13 14:52:00,137.189.27.61,7
2011-11-13 14:52:00,64.57.17.162,11
2011-11-13 14:52:00,206.12.24.110,14
2011-11-13 14:52:00,193.48.99.79,21
2011-11-13 14:52:00,130.246.179.197,21
2011-11-13 14:52:00,90.147.67.252,22
2011-11-22 06:22:00,137.189.27.61,7
2011-11-22 06:22:00,64.57.17.162,11
2011-11-22 06:22:00,206.12.24.110,14
2011-11-22 06:22:00,193.48.99.79,21
2011-11-22 06:22:00,130.246.179.197,21
2011-11-22 06:22:00,90.147.67.252,22
2011-11-20 08:22:00,137.189.27.61,7
2011-11-20 08:22:00,64.57.17.162,11
